sentence,word,label
"Yaar seriously I can't even right now, bohot thak gaya hoon",even,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",right,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",now,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",bohot,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",thak,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",gaya,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",hoon,URD
"Bhai kal mera presentation hai, still not prepared at all",Bhai,URD
"Bhai kal mera presentation hai, still not prepared at all",kal,URD
"Bhai kal mera presentation hai, still not prepared at all",mera,URD
"Bhai kal mera presentation hai, still not prepared at all",presentation,MIX
"Bhai kal mera presentation hai, still not prepared at all",hai,URD
"Bhai kal mera presentation hai, still not prepared at all",still,ENG
"Bhai kal mera presentation hai, still not prepared at all",not,ENG
"Bhai kal mera presentation hai, still not prepared at all",prepared,ENG
"Bhai kal mera presentation hai, still not prepared at all",at,ENG
"Bhai kal mera presentation hai, still not prepared at all",all,ENG
Khana kha liya? I was literally waiting for you,Khana,URD
Khana kha liya? I was literally waiting for you,kha,URD
Khana kha liya? I was literally waiting for you,liya,URD
Khana kha liya? I was literally waiting for you,I,ENG
Khana kha liya? I was literally waiting for you,was,ENG
Khana kha liya? I was literally waiting for you,literally,ENG
Khana kha liya? I was literally waiting for you,waiting,ENG
Khana kha liya? I was literally waiting for you,for,ENG
Khana kha liya? I was literally waiting for you,you,ENG
Yeh weather bilkul mausam kharab kar raha hai today,Yeh,URD
Yeh weather bilkul mausam kharab kar raha hai today,weather,MIX
Yeh weather bilkul mausam kharab kar raha hai today,bilkul,URD
Yeh weather bilkul mausam kharab kar raha hai today,mausam,URD
Yeh weather bilkul mausam kharab kar raha hai today,kharab,URD
Yeh weather bilkul mausam kharab kar raha hai today,kar,URD
Yeh weather bilkul mausam kharab kar raha hai today,raha,URD
Yeh weather bilkul mausam kharab kar raha hai today,hai,URD
Yeh weather bilkul mausam kharab kar raha hai today,today,ENG
I swear bhai mujhe koi idea nahi tha,I,ENG
I swear bhai mujhe koi idea nahi tha,swear,ENG
I swear bhai mujhe koi idea nahi tha,bhai,URD
I swear bhai mujhe koi idea nahi tha,mujhe,URD
I swear bhai mujhe koi idea nahi tha,koi,URD
I swear bhai mujhe koi idea nahi tha,idea,MIX
I swear bhai mujhe koi idea nahi tha,nahi,URD
I swear bhai mujhe koi idea nahi tha,tha,URD
Class ke baad hum sab hangout karne ja rahe hain,Class,MIX
Class ke baad hum sab hangout karne ja rahe hain,ke,URD
Class ke baad hum sab hangout karne ja rahe hain,baad,URD
Class ke baad hum sab hangout karne ja rahe hain,hum,URD
Class ke baad hum sab hangout karne ja rahe hain,sab,URD
Class ke baad hum sab hangout karne ja rahe hain,hangout,ENG
Class ke baad hum sab hangout karne ja rahe hain,karne,URD
Class ke baad hum sab hangout karne ja rahe hain,ja,URD
Class ke baad hum sab hangout karne ja rahe hain,rahe,URD
Class ke baad hum sab hangout karne ja rahe hain,hain,URD
Mujhe pata tha you would say that,Mujhe,URD
Mujhe pata tha you would say that,pata,URD
Mujhe pata tha you would say that,tha,URD
Mujhe pata tha you would say that,you,ENG
Mujhe pata tha you would say that,would,ENG
Mujhe pata tha you would say that,say,ENG
Mujhe pata tha you would say that,that,ENG
Bas thori der mein reach kar jaunga,Bas,URD
Bas thori der mein reach kar jaunga,thori,URD
Bas thori der mein reach kar jaunga,der,URD
Bas thori der mein reach kar jaunga,mein,URD
Bas thori der mein reach kar jaunga,reach,ENG
Bas thori der mein reach kar jaunga,kar,URD
Bas thori der mein reach kar jaunga,jaunga,URD
Honestly yaar mujhe kuch samajh nahi aa raha,Honestly,ENG
Honestly yaar mujhe kuch samajh nahi aa raha,yaar,URD
Honestly yaar mujhe kuch samajh nahi aa raha,mujhe,URD
Honestly yaar mujhe kuch samajh nahi aa raha,kuch,URD
Honestly yaar mujhe kuch samajh nahi aa raha,samajh,URD
Honestly yaar mujhe kuch samajh nahi aa raha,nahi,URD
Honestly yaar mujhe kuch samajh nahi aa raha,aa,URD
Honestly yaar mujhe kuch samajh nahi aa raha,raha,URD
"Kal exam tha, I totally blanked out",Kal,URD
"Kal exam tha, I totally blanked out",exam,MIX
"Kal exam tha, I totally blanked out",tha,URD
"Kal exam tha, I totally blanked out",I,ENG
"Kal exam tha, I totally blanked out",totally,ENG
"Kal exam tha, I totally blanked out",blanked,ENG
"Kal exam tha, I totally blanked out",out,ENG
Everyone keh raha hai ke result kal aayega,Everyone,ENG
Everyone keh raha hai ke result kal aayega,keh,URD
Everyone keh raha hai ke result kal aayega,raha,URD
Everyone keh raha hai ke result kal aayega,hai,URD
Everyone keh raha hai ke result kal aayega,ke,URD
Everyone keh raha hai ke result kal aayega,result,MIX
Everyone keh raha hai ke result kal aayega,kal,URD
Everyone keh raha hai ke result kal aayega,aayega,URD
Mujhe bhook lagi hai but I'm too lazy to cook,Mujhe,URD
Mujhe bhook lagi hai but I'm too lazy to cook,bhook,URD
Mujhe bhook lagi hai but I'm too lazy to cook,lagi,URD
Mujhe bhook lagi hai but I'm too lazy to cook,hai,URD
Mujhe bhook lagi hai but I'm too lazy to cook,but,ENG
Mujhe bhook lagi hai but I'm too lazy to cook,I'm,ENG
Mujhe bhook lagi hai but I'm too lazy to cook,too,ENG
Mujhe bhook lagi hai but I'm too lazy to cook,lazy,ENG
Mujhe bhook lagi hai but I'm too lazy to cook,to,ENG
Mujhe bhook lagi hai but I'm too lazy to cook,cook,ENG
I think ye idea bilkul waste of time hai,I,ENG
I think ye idea bilkul waste of time hai,think,ENG
I think ye idea bilkul waste of time hai,ye,URD
I think ye idea bilkul waste of time hai,idea,MIX
I think ye idea bilkul waste of time hai,bilkul,URD
I think ye idea bilkul waste of time hai,waste,ENG
I think ye idea bilkul waste of time hai,of,ENG
I think ye idea bilkul waste of time hai,time,ENG
I think ye idea bilkul waste of time hai,hai,URD
Chalo ab kaam pe focus karte hain,Chalo,URD
Chalo ab kaam pe focus karte hain,ab,URD
Chalo ab kaam pe focus karte hain,kaam,URD
Chalo ab kaam pe focus karte hain,pe,URD
Chalo ab kaam pe focus karte hain,focus,ENG
Chalo ab kaam pe focus karte hain,karte,URD
Chalo ab kaam pe focus karte hain,hain,URD
She literally ghar se nikli hi nahi aaj,She,ENG
She literally ghar se nikli hi nahi aaj,literally,ENG
She literally ghar se nikli hi nahi aaj,ghar,URD
She literally ghar se nikli hi nahi aaj,se,URD
She literally ghar se nikli hi nahi aaj,nikli,URD
She literally ghar se nikli hi nahi aaj,hi,URD
She literally ghar se nikli hi nahi aaj,nahi,URD
She literally ghar se nikli hi nahi aaj,aaj,URD
Ab tak koi update nahi mila regarding the results,Ab,URD
Ab tak koi update nahi mila regarding the results,tak,URD
Ab tak koi update nahi mila regarding the results,koi,URD
Ab tak koi update nahi mila regarding the results,update,MIX
Ab tak koi update nahi mila regarding the results,nahi,URD
Ab tak koi update nahi mila regarding the results,mila,URD
Ab tak koi update nahi mila regarding the results,regarding,ENG
Ab tak koi update nahi mila regarding the results,the,ENG
Ab tak koi update nahi mila regarding the results,results,ENG
Bro mujhe laga tu aa raha tha,Bro,ENG
Bro mujhe laga tu aa raha tha,mujhe,URD
Bro mujhe laga tu aa raha tha,laga,URD
Bro mujhe laga tu aa raha tha,tu,URD
Bro mujhe laga tu aa raha tha,aa,URD
Bro mujhe laga tu aa raha tha,raha,URD
Bro mujhe laga tu aa raha tha,tha,URD
Itni garmi mein bhi she went for a walk,Itni,URD
Itni garmi mein bhi she went for a walk,garmi,URD
Itni garmi mein bhi she went for a walk,mein,URD
Itni garmi mein bhi she went for a walk,bhi,URD
Itni garmi mein bhi she went for a walk,she,ENG
Itni garmi mein bhi she went for a walk,went,ENG
Itni garmi mein bhi she went for a walk,for,ENG
Itni garmi mein bhi she went for a walk,a,ENG
Itni garmi mein bhi she went for a walk,walk,ENG
"Kya scene hai aaj, are we still meeting up",Kya,URD
"Kya scene hai aaj, are we still meeting up",scene,MIX
"Kya scene hai aaj, are we still meeting up",hai,URD
"Kya scene hai aaj, are we still meeting up",aaj,URD
"Kya scene hai aaj, are we still meeting up",are,ENG
"Kya scene hai aaj, are we still meeting up",we,ENG
"Kya scene hai aaj, are we still meeting up",still,ENG
"Kya scene hai aaj, are we still meeting up",meeting,ENG
"Kya scene hai aaj, are we still meeting up",up,ENG
Ye dr afia ki petition ha sign krdo,Ye,URD
Ye dr afia ki petition ha sign krdo,dr,ENG
Ye dr afia ki petition ha sign krdo,afia,URD
Ye dr afia ki petition ha sign krdo,ki,URD
Ye dr afia ki petition ha sign krdo,petition,ENG
Ye dr afia ki petition ha sign krdo,ha,URD
Ye dr afia ki petition ha sign krdo,sign,ENG
Ye dr afia ki petition ha sign krdo,krdo,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",Ismein,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",robot,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",optional,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",hai,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",aur,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",software,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",prototype,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",ke,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",through,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",bhi,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",strong,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",FYP,ENG
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",ban,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",sakta,URD
"Ismein robot optional hai, aur software prototype ke through bhi strong FYP ban sakta hai",hai,URD
Main papers dekh kar ye practical gaps suggest karunga,Main,URD
Main papers dekh kar ye practical gaps suggest karunga,papers,ENG
Main papers dekh kar ye practical gaps suggest karunga,dekh,URD
Main papers dekh kar ye practical gaps suggest karunga,kar,URD
Main papers dekh kar ye practical gaps suggest karunga,ye,URD
Main papers dekh kar ye practical gaps suggest karunga,practical,ENG
Main papers dekh kar ye practical gaps suggest karunga,gaps,ENG
Main papers dekh kar ye practical gaps suggest karunga,suggest,ENG
Main papers dekh kar ye practical gaps suggest karunga,karunga,URD
Agla required instrument predict kare,Agla,URD
Agla required instrument predict kare,required,ENG
Agla required instrument predict kare,instrument,ENG
Agla required instrument predict kare,predict,ENG
Agla required instrument predict kare,kare,URD
Surgeon ke bolne se pehle recommendation de,Surgeon,ENG
Surgeon ke bolne se pehle recommendation de,ke,URD
Surgeon ke bolne se pehle recommendation de,bolne,URD
Surgeon ke bolne se pehle recommendation de,se,URD
Surgeon ke bolne se pehle recommendation de,pehle,URD
Surgeon ke bolne se pehle recommendation de,recommendation,ENG
Surgeon ke bolne se pehle recommendation de,de,URD
Abhi free ni hon,Abhi,URD
Abhi free ni hon,free,ENG
Abhi free ni hon,ni,URD
Abhi free ni hon,hon,URD
Hardware based krna ha tum logon ne,Hardware,ENG
Hardware based krna ha tum logon ne,based,ENG
Hardware based krna ha tum logon ne,krna,URD
Hardware based krna ha tum logon ne,ha,URD
Hardware based krna ha tum logon ne,tum,URD
Hardware based krna ha tum logon ne,logon,URD
Hardware based krna ha tum logon ne,ne,URD
Automata ke notes hn,Automata,ENG
Automata ke notes hn,ke,URD
Automata ke notes hn,notes,ENG
Automata ke notes hn,hn,URD
Project ka kuch ya lab manual mn se,Project,ENG
Project ka kuch ya lab manual mn se,ka,URD
Project ka kuch ya lab manual mn se,kuch,URD
Project ka kuch ya lab manual mn se,ya,URD
Project ka kuch ya lab manual mn se,lab,ENG
Project ka kuch ya lab manual mn se,manual,ENG
Project ka kuch ya lab manual mn se,mn,URD
Project ka kuch ya lab manual mn se,se,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,Streamlit,ENG
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,pe,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,to,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,chalana,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,ha,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,bad,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,mn,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,usmn,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,sai,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,text,ENG
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,nai,URD
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,show,ENG
Streamlit pe to chalana ha bad mn usmn sai text nai show horaha,horaha,URD
Accuracy kia aarae ha,Accuracy,ENG
Accuracy kia aarae ha,kia,URD
Accuracy kia aarae ha,aarae,URD
Accuracy kia aarae ha,ha,URD
